context,anon_worker_id,trial_number,img_id,img_file,description,q_overall.preimg,q_overall.postimg,q_reconstructivity.preimg,q_relevance.preimg,q_relevance.postimg,q_irrelevance.preimg,q_irrelevance.postimg,q_imgfit.preimg,q_imgfit.postimg,article_text
Body of water,001847904821114,12,mountains9,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg","A beautiful, large lake surrounded by hills and mountains.  The sky is bright with some clouds.  Homes appear in some of the landscape.",2,2,4,3,3,1,1,5,5,"A body of water or waterbody (often spelled water body) is any significant accumulation of water, generally on a planet's surface. The term most often refers to oceans, seas, and lakes, but it includes smaller pools of water such as ponds, wetlands, or more rarely, puddles. A body of water does not have to be still or contained; rivers, streams, canals, and other geographical features where water moves from one place to another are also considered bodies of water."
Body of water,109393365505621,16,mountains9,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",A large body of water sandwiched between two large mountainous land masses.,3,2,2,3,2,5,5,4,4,"A body of water or waterbody (often spelled water body) is any significant accumulation of water, generally on a planet's surface. The term most often refers to oceans, seas, and lakes, but it includes smaller pools of water such as ponds, wetlands, or more rarely, puddles. A body of water does not have to be still or contained; rivers, streams, canals, and other geographical features where water moves from one place to another are also considered bodies of water."
Body of water,168989005784368,11,mountains18,river.jpeg,This shows a river cutting through some mountains.,4,5,5,4,5,4,5,5,5,"A body of water or waterbody (often spelled water body) is any significant accumulation of water, generally on a planet's surface. The term most often refers to oceans, seas, and lakes, but it includes smaller pools of water such as ponds, wetlands, or more rarely, puddles. A body of water does not have to be still or contained; rivers, streams, canals, and other geographical features where water moves from one place to another are also considered bodies of water."
Body of water,592994004694024,13,mountains9,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",body of water,5,4,4,4,4,4,4,4,3,"A body of water or waterbody (often spelled water body) is any significant accumulation of water, generally on a planet's surface. The term most often refers to oceans, seas, and lakes, but it includes smaller pools of water such as ponds, wetlands, or more rarely, puddles. A body of water does not have to be still or contained; rivers, streams, canals, and other geographical features where water moves from one place to another are also considered bodies of water."
Body of water,510766669177053,11,mountains9,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",body of water,5,5,5,4,5,5,5,4,5,"A body of water or waterbody (often spelled water body) is any significant accumulation of water, generally on a planet's surface. The term most often refers to oceans, seas, and lakes, but it includes smaller pools of water such as ponds, wetlands, or more rarely, puddles. A body of water does not have to be still or contained; rivers, streams, canals, and other geographical features where water moves from one place to another are also considered bodies of water."
Body of water,045396290546351,7,mountains18,river.jpeg,This is a river flowing in the valley of a mountain. It is surrounded by shallow hills and trees.,4,5,5,3,4,3,4,3,5,"A body of water or waterbody (often spelled water body) is any significant accumulation of water, generally on a planet's surface. The term most often refers to oceans, seas, and lakes, but it includes smaller pools of water such as ponds, wetlands, or more rarely, puddles. A body of water does not have to be still or contained; rivers, streams, canals, and other geographical features where water moves from one place to another are also considered bodies of water."
Body of water,047009414159458,13,mountains18,river.jpeg,A large river flowing across the land,4,3,5,4,3,5,5,5,5,"A body of water or waterbody (often spelled water body) is any significant accumulation of water, generally on a planet's surface. The term most often refers to oceans, seas, and lakes, but it includes smaller pools of water such as ponds, wetlands, or more rarely, puddles. A body of water does not have to be still or contained; rivers, streams, canals, and other geographical features where water moves from one place to another are also considered bodies of water."
Body of water,544659487901443,6,mountains18,river.jpeg,The image shows a winding river in a forested area.,4,4,5,5,5,5,5,5,5,"A body of water or waterbody (often spelled water body) is any significant accumulation of water, generally on a planet's surface. The term most often refers to oceans, seas, and lakes, but it includes smaller pools of water such as ponds, wetlands, or more rarely, puddles. A body of water does not have to be still or contained; rivers, streams, canals, and other geographical features where water moves from one place to another are also considered bodies of water."
Body of water,370605382323178,9,mountains9,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",A city is visible in the hills and mountains surrounding a body of water.,3,2,1,5,5,5,4,4,3,"A body of water or waterbody (often spelled water body) is any significant accumulation of water, generally on a planet's surface. The term most often refers to oceans, seas, and lakes, but it includes smaller pools of water such as ponds, wetlands, or more rarely, puddles. A body of water does not have to be still or contained; rivers, streams, canals, and other geographical features where water moves from one place to another are also considered bodies of water."
Body of water,472334858092631,11,mountains9,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg","Vast green mountain ranges surround a body of water. Roads leading to small houses wind around the ranges, checkering the sides of the mountains with white and orange colors.",3,3,4,5,4,2,2,5,5,"A body of water or waterbody (often spelled water body) is any significant accumulation of water, generally on a planet's surface. The term most often refers to oceans, seas, and lakes, but it includes smaller pools of water such as ponds, wetlands, or more rarely, puddles. A body of water does not have to be still or contained; rivers, streams, canals, and other geographical features where water moves from one place to another are also considered bodies of water."
Body of water,899419306166434,5,mountains9,"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",A city is visible in the hills and mountains surrounding a body of water.,4,5,3,4,5,4,5,5,5,"A body of water or waterbody (often spelled water body) is any significant accumulation of water, generally on a planet's surface. The term most often refers to oceans, seas, and lakes, but it includes smaller pools of water such as ponds, wetlands, or more rarely, puddles. A body of water does not have to be still or contained; rivers, streams, canals, and other geographical features where water moves from one place to another are also considered bodies of water."
Body of water,724184272384582,3,mountains16,"Oberaargletscher_from_Oberaar,_2010_07.jpeg",A lake surrounded by snow-capped mountains.,4,5,4,4,5,4,5,3,5,"A body of water or waterbody (often spelled water body) is any significant accumulation of water, generally on a planet's surface. The term most often refers to oceans, seas, and lakes, but it includes smaller pools of water such as ponds, wetlands, or more rarely, puddles. A body of water does not have to be still or contained; rivers, streams, canals, and other geographical features where water moves from one place to another are also considered bodies of water."
Body of water,049554083183946,8,mountains16,"Oberaargletscher_from_Oberaar,_2010_07.jpeg",A lake surrounded by snow-capped mountains.,1,2,2,3,2,2,2,4,2,"A body of water or waterbody (often spelled water body) is any significant accumulation of water, generally on a planet's surface. The term most often refers to oceans, seas, and lakes, but it includes smaller pools of water such as ponds, wetlands, or more rarely, puddles. A body of water does not have to be still or contained; rivers, streams, canals, and other geographical features where water moves from one place to another are also considered bodies of water."
Body of water,126157794284054,9,mountains18,river.jpeg,A large river flowing across the land,3,1,5,4,3,5,5,5,5,"A body of water or waterbody (often spelled water body) is any significant accumulation of water, generally on a planet's surface. The term most often refers to oceans, seas, and lakes, but it includes smaller pools of water such as ponds, wetlands, or more rarely, puddles. A body of water does not have to be still or contained; rivers, streams, canals, and other geographical features where water moves from one place to another are also considered bodies of water."
Body of water,097070904792403,12,mountains16,"Oberaargletscher_from_Oberaar,_2010_07.jpeg",A lake is in the foreground with mountain peaks in the background.,4,5,5,5,5,4,5,5,5,"A body of water or waterbody (often spelled water body) is any significant accumulation of water, generally on a planet's surface. The term most often refers to oceans, seas, and lakes, but it includes smaller pools of water such as ponds, wetlands, or more rarely, puddles. A body of water does not have to be still or contained; rivers, streams, canals, and other geographical features where water moves from one place to another are also considered bodies of water."
