"mistake_comments","startDate","rt_qs_wimage_seconds","q3_sliderval","q1_sliderval","img_file","enjoyment","q5_type","mistake_checkbox","q2_sliderval","botresponse","discr_checkbox","continue","endTime","age","rt_trial","comments","q4_sliderval","img_id","topic","education","q1_type","q5_sliderval","HitCorrect","q2_type","languages","rt_qs_noimage_seconds","q3_type","context","description","discr_comments","trial_number","startTime","rt_article_read_seconds","q4_type","timeSpent","anon_worker_id"
NA,"Fri Jan 14 2022 13:45:45 GMT-0600 (Central Standard Time)",22.919,"4|4","5|5","Wohnzimmer_Fallada_1.JPG",1,"overall",FALSE,"5|5","correct: 5",FALSE,TRUE,1642190689608,48,50.88,NA,"4|4","living_room6","living_room","graduated_high_school","image_fit","4|4",1,"no_irrelevant","English",13.081,"reconstructive","Window","A dining room with a large window behind the seats of the table on the left wall. A doorway is on the back wall, heading into another lit room by the light coming from the window on the backwall.",NA,8,1642189545456,14.88,"all_relevant",19.0692,"111252301713001"
NA,"Fri Jan 14 2022 13:45:45 GMT-0600 (Central Standard Time)",18.989,"4|4","5|5","river.jpeg",1,"overall",FALSE,"5|5","correct: 5",FALSE,TRUE,1642190689608,48,45.976,NA,"4|4","mountains18","mountains","graduated_high_school","image_fit","4|4",1,"no_irrelevant","English",14.869,"reconstructive","Body of water","This is a river flowing in the valley of a mountain. It is surrounded by shallow hills and trees.",NA,9,1642189545456,12.118,"all_relevant",19.0692,"111252301713001"
NA,"Fri Jan 14 2022 13:45:45 GMT-0600 (Central Standard Time)",17.979,"3|3","4|3","Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",1,"overall",FALSE,"5|5","correct: 5",FALSE,TRUE,1642190689608,48,44.746,NA,"3|3","mountains9","mountains","graduated_high_school","image_fit","3|3",1,"no_irrelevant","English",14.078,"reconstructive","Orogeny","Large mountains with populated hillsides with a body of water in the middle.",NA,10,1642189545456,12.689,"all_relevant",19.0692,"111252301713001"
NA,"Fri Jan 14 2022 13:45:45 GMT-0600 (Central Standard Time)",21.126,"4|4","5|4","1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",1,"overall",FALSE,"5|5","correct: 5",FALSE,TRUE,1642190689608,48,72.191,NA,"4|4","church8","church","graduated_high_school","image_fit","4|4",1,"no_irrelevant","English",19.694,"reconstructive","Building material","A large building adorned with three gold crosses. Striped brick patterns decorate the outside of the building. Dark brown dome cases decorate the top.",NA,11,1642189545456,31.371,"all_relevant",19.0692,"111252301713001"
NA,"Fri Jan 14 2022 13:45:45 GMT-0600 (Central Standard Time)",18.892,"4|4","5|5","Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire.jpg",1,"overall",FALSE,"5|5","correct: 5",FALSE,TRUE,1642190689608,48,43.642,NA,"4|3","living_room11","living_room","graduated_high_school","image_fit","4|3",1,"no_irrelevant","English",11.566,"reconstructive","Interior design","a home that is fully furnished with nice chairs and sofa , also two large windows overlooking the living room",NA,12,1642189545456,13.184,"all_relevant",19.0692,"111252301713001"
NA,"Fri Jan 14 2022 13:45:45 GMT-0600 (Central Standard Time)",17.569,"4|4","5|5","1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg",1,"overall",FALSE,"3|3","correct: 5",FALSE,TRUE,1642190689608,48,52.545,NA,"4|4","laid_table12","laid_table","graduated_high_school","image_fit","4|3",1,"no_irrelevant","English",16.41,"reconstructive","Dinner","This is a dining room table with a table cloth covering the top. It has six chair settings. There is a great deal of food in different dishes but all the dinner plates are empty. No one has sat down for the meal yet.",NA,13,1642189545456,18.566,"all_relevant",19.0692,"111252301713001"
NA,"Fri Jan 14 2022 13:45:45 GMT-0600 (Central Standard Time)",12.884,"4|4","5|5","guitar.png",1,"overall",FALSE,"5|5","correct: 5",FALSE,TRUE,1642190689608,48,37.925,NA,"4|3","guitar1","attention_check","graduated_high_school","image_fit","4|3",1,"no_irrelevant","English",10.85,"reconstructive","Guitar","An orange and white guitar and a brown and white guitar being played.",NA,14,1642189545456,14.191,"all_relevant",19.0692,"111252301713001"
NA,"Fri Jan 14 2022 13:45:45 GMT-0600 (Central Standard Time)",15.015,"4|4","5|5","Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg",1,"overall",FALSE,"5|5","correct: 5",FALSE,TRUE,1642190689608,48,45.683,NA,"5|5","laid_table14","laid_table","graduated_high_school","image_fit","5|5",1,"no_irrelevant","English",14.639,"reconstructive","Tableware","The image shows a table set for a meal, with a turkey and a certerpiece of flowers.  The table is set with glasses, cutlery, plates, and napkins.",NA,15,1642189545456,16.029,"all_relevant",19.0692,"111252301713001"
NA,"Fri Jan 14 2022 13:45:45 GMT-0600 (Central Standard Time)",15.968,"4|4","1|5","640px-parc_agen.jpg",1,"overall",FALSE,"5|5","correct: 5",FALSE,TRUE,1642190689608,48,50.44,NA,"4|2","park1","attention_check","graduated_high_school","image_fit","4|2",1,"no_irrelevant","English",21.75,"reconstructive","Sculpture","A park on a nice day with lots of grass and trees and a pond.",NA,16,1642189545456,12.722,"all_relevant",19.0692,"111252301713001"
NA,"Fri Jan 14 2022 13:45:45 GMT-0600 (Central Standard Time)",16.633,"3|3","4|4","1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg",1,"overall",FALSE,"5|5","correct: 5",FALSE,TRUE,1642190689608,48,39.78,NA,"3|4","soccer_in_progress13","soccer_in_progress","graduated_high_school","image_fit","3|3",1,"no_irrelevant","English",14.049,"reconstructive","Hairstyle","A football or soccer team celebrating together, all with different haircuts.",NA,17,1642189545456,9.098,"all_relevant",19.0692,"111252301713001"
NA,"Fri Jan 14 2022 13:45:45 GMT-0600 (Central Standard Time)",13.815,"3|3","5|5","1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg",1,"overall",FALSE,"5|5","correct: 5",FALSE,TRUE,1642190689608,48,35.896,NA,"3|3","soccer_in_progress1","soccer_in_progress","graduated_high_school","image_fit","3|3",1,"no_irrelevant","English",11.408,"reconstructive","Competition","Two soccer players are seen on the pitch during a game.",NA,18,1642189545456,10.673,"all_relevant",19.0692,"111252301713001"
NA,"Fri Jan 14 2022 13:45:45 GMT-0600 (Central Standard Time)",12.755,"4|4","5|5","1599px-Paris_Notre-Dame_East_View_02.jpeg",1,"overall",FALSE,"1|1","correct: 5",FALSE,TRUE,1642190689608,48,47.701,NA,"4|4","church19","church","graduated_high_school","image_fit","3|3",1,"no_irrelevant","English",22.074,"reconstructive","Roof","In the photo you can see a huge cathedral of Gothic architecture in the middle of what appears to be trees, or an elaborate garden. The colors of the cathedral range from ivory to light emerald, without becoming intense. Although it is not done directly incapié, the photo frames the roof of the cathedral.",NA,19,1642189545456,12.872,"all_relevant",19.0692,"111252301713001"
NA,"Fri Jan 14 2022 15:13:06 GMT-0500 (Eastern Standard Time)",57.735,"3|3","3|4","Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg",1,"overall",FALSE,"2|3","correct: 4",FALSE,TRUE,1642192234302,29,124.537,NA,"3|4","laid_table3","laid_table","graduated_college","all_relevant","3|4",404,"image_fit","English",51.823,"reconstructive","Tableware","The image is that of a restaurant's kitchen. There are five cooks and one chef. The cooks and chef are preparing multiple, similar meals on a table. To the left of the chef and cooks is the kitchen, whose equipment is of stainless steel. Behind the equipment is the material needed to prepare the food.",NA,1,1642191186714,14.979,"no_irrelevant",17.4598,"978569458256044"
NA,"Fri Jan 14 2022 15:13:06 GMT-0500 (Eastern Standard Time)",41.267,"4|4","4|4","1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",1,"overall",FALSE,"3|3","correct: 4",FALSE,TRUE,1642192234302,29,84.19,NA,"4|4","church8","church","graduated_college","all_relevant","4|4",404,"image_fit","English",27.988,"reconstructive","Building material","The image is that of a church. It is a somewhat modern looking church, very clean. It is beige with horizontal bricks that are red in color. At the top of the church sit three crosses, with the on in the middle sitting higher than the other two surrounding it. The windows have circular openings that are in a vertical pattern. In the background one can see mountains and trees. The church has a light post towards the front.",NA,2,1642191186714,14.935,"no_irrelevant",17.4598,"978569458256044"
NA,"Fri Jan 14 2022 15:13:06 GMT-0500 (Eastern Standard Time)",26.926,"3|3","2|3","Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg",1,"overall",FALSE,"1|2","correct: 4",FALSE,TRUE,1642192234302,29,73.853,NA,"5|5","laid_table14","laid_table","graduated_college","all_relevant","2|3",404,"image_fit","English",15.228,"reconstructive","Dinner","A home dining table with plate settings and a large roasted turkey.",NA,3,1642191186714,31.699,"no_irrelevant",17.4598,"978569458256044"
NA,"Fri Jan 14 2022 15:13:06 GMT-0500 (Eastern Standard Time)",15.606,"3|3","3|3","wiki_livingroom.jpg",1,"overall",FALSE,"2|3","correct: 4",FALSE,TRUE,1642192234302,29,44.316,NA,"5|5","living_room15","living_room","graduated_college","all_relevant","3|3",404,"image_fit","English",23.843,"reconstructive","Window","three people sit on couches in a living room next to a coffee table.  they are in front of a 3-pane window.",NA,4,1642191186714,4.867,"no_irrelevant",17.4598,"978569458256044"
NA,"Fri Jan 14 2022 15:13:06 GMT-0500 (Eastern Standard Time)",15.507,"2|2","2|2","Wohnzimmer_Fallada_1.JPG",1,"overall",FALSE,"1|1","correct: 4",FALSE,TRUE,1642192234302,29,30.419,NA,"5|5","living_room6","living_room","graduated_college","all_relevant","2|1",404,"image_fit","English",9.573,"reconstructive","Interior design","The interior view of a dining room.",NA,5,1642191186714,5.339,"no_irrelevant",17.4598,"978569458256044"
NA,"Fri Jan 14 2022 15:13:06 GMT-0500 (Eastern Standard Time)",17.304,"2|2","2|1","guitar.png",1,"overall",FALSE,"2|1","correct: 4",FALSE,TRUE,1642192234302,29,49.611,NA,"5|5","guitar1","attention_check","graduated_college","all_relevant","2|1",404,"image_fit","English",13.97,"reconstructive","Guitar","An orange and white guitar and a brown and white guitar being played.",NA,6,1642191186714,18.337,"no_irrelevant",17.4598,"978569458256044"
NA,"Fri Jan 14 2022 15:13:06 GMT-0500 (Eastern Standard Time)",37.202,"4|4","4|4","1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg",1,"overall",FALSE,"3|4","correct: 4",FALSE,TRUE,1642192234302,29,66.374,NA,"4|4","laid_table12","laid_table","graduated_college","all_relevant","4|4",404,"image_fit","English",24.836,"reconstructive","American cuisine","A rectangular table with a red plaid table cloth on it and wooden chairs around it.  The table is set with 5 place setting, each with a plate and red solo cup.  Each setting has a bowl of salad in front of it.  There are various food items in the middle of the table in serving dishes.  The food items look like they could be from a Thanksgiving dinner.",NA,7,1642191186714,4.336,"no_irrelevant",17.4598,"978569458256044"
NA,"Fri Jan 14 2022 15:13:06 GMT-0500 (Eastern Standard Time)",22.532,"2|2","2|2","1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg",1,"overall",FALSE,"1|1","correct: 4",FALSE,TRUE,1642192234302,29,44.072,NA,"5|5","soccer_in_progress1","soccer_in_progress","graduated_college","all_relevant","1|1",404,"image_fit","English",18.019,"reconstructive","Hairstyle","two soccer players on the field",NA,8,1642191186714,3.521,"no_irrelevant",17.4598,"978569458256044"
NA,"Fri Jan 14 2022 15:13:06 GMT-0500 (Eastern Standard Time)",19.916,"3|3","3|2","La_Trobe_Uni_Wikimeetup_March_2020.jpg",1,"overall",FALSE,"2|2","correct: 4",FALSE,TRUE,1642192234302,29,40.64,NA,"5|5","meeting_in_progress2","meeting_in_progress","graduated_college","all_relevant","2|2",404,"image_fit","English",14.796,"reconstructive","Furniture","A group of people using an elevated table for work purposes and chairs to provide them support while they work.",NA,9,1642191186714,5.928,"no_irrelevant",17.4598,"978569458256044"
NA,"Fri Jan 14 2022 15:13:06 GMT-0500 (Eastern Standard Time)",16.406,"3|3","3|3","Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",1,"overall",FALSE,"3|4","correct: 4",FALSE,TRUE,1642192234302,29,40.896,NA,"5|5","mountains9","mountains","graduated_college","all_relevant","3|3",404,"image_fit","English",15.012,"reconstructive","Montane Ecosystems","A scene of mountain slopes with different slopes separated by a large body of water. The mountain slopes are examples of montane ecosystems.",NA,10,1642191186714,9.478,"no_irrelevant",17.4598,"978569458256044"
NA,"Fri Jan 14 2022 15:13:06 GMT-0500 (Eastern Standard Time)",22.939,"3|3","3|3","Dreifaltigkeitskirche_süd.jpg",1,"overall",FALSE,"3|4","correct: 4",FALSE,TRUE,1642192234302,29,39.879,NA,"5|5","church4","church","graduated_college","all_relevant","3|3",404,"image_fit","English",13.709,"reconstructive","Christian cross","a red brick church is in the midground of the image.  a cross is located on top of its steeple  in the foreground are a number of very worn, old gravestones.",NA,11,1642191186714,3.231,"no_irrelevant",17.4598,"978569458256044"
NA,"Fri Jan 14 2022 15:13:06 GMT-0500 (Eastern Standard Time)",28.682,"3|3","3|1","640px-parc_agen.jpg",1,"overall",FALSE,"1|3","correct: 4",FALSE,TRUE,1642192234302,29,48.749,NA,"5|3","park1","attention_check","graduated_college","all_relevant","2|2",404,"image_fit","English",14.278,"reconstructive","Sculpture","A park on a nice day with lots of grass and trees and a pond.",NA,12,1642191186714,5.789,"no_irrelevant",17.4598,"978569458256044"
NA,"Fri Jan 14 2022 15:13:06 GMT-0500 (Eastern Standard Time)",20.744,"3|3","4|4","1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg",1,"overall",FALSE,"4|4","correct: 4",FALSE,TRUE,1642192234302,29,42.502,NA,"5|5","meeting_in_progress17","meeting_in_progress","graduated_college","all_relevant","4|4",404,"image_fit","English",17.942,"reconstructive","Cooperation","A business meeting with four people discussing something. There are two people sitting in a table with their laptops out. There are two other people explaining things next to a whiteboard.",NA,13,1642191186714,3.816,"no_irrelevant",17.4598,"978569458256044"
NA,"Fri Jan 14 2022 15:13:06 GMT-0500 (Eastern Standard Time)",17.954,"2|2","2|2","Oberaargletscher_from_Oberaar,_2010_07.jpeg",1,"overall",FALSE,"2|3","correct: 4",FALSE,TRUE,1642192234302,29,36.37,NA,"5|5","mountains16","mountains","graduated_college","all_relevant","2|2",404,"image_fit","English",13.836,"reconstructive","Orogeny","There is a snowy mountain range with a lower path between them.",NA,14,1642191186714,4.58,"no_irrelevant",17.4598,"978569458256044"
NA,"Fri Jan 14 2022 15:13:06 GMT-0500 (Eastern Standard Time)",19.127,"3|3","3|3","1599px-Paris_Notre-Dame_East_View_02.jpeg",1,"overall",FALSE,"4|4","correct: 4",FALSE,TRUE,1642192234302,29,32.242,NA,"5|5","church19","church","graduated_college","all_relevant","3|3",404,"image_fit","English",10.454,"reconstructive","Roof","A church is shown with a domed roof and dramatic spires",NA,15,1642191186714,2.661,"no_irrelevant",17.4598,"978569458256044"
NA,"Fri Jan 14 2022 15:13:06 GMT-0500 (Eastern Standard Time)",15.768,"3|3","3|3","river.jpeg",1,"overall",FALSE,"4|4","correct: 4",FALSE,TRUE,1642192234302,29,31.397,NA,"5|5","mountains18","mountains","graduated_college","all_relevant","3|3",404,"image_fit","English",13.772,"reconstructive","Body of water","This shows a river cutting through some mountains.",NA,16,1642191186714,1.857,"no_irrelevant",17.4598,"978569458256044"
NA,"Fri Jan 14 2022 15:13:06 GMT-0500 (Eastern Standard Time)",27.932,"4|4","3|3","Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg",1,"overall",FALSE,"3|3","correct: 4",FALSE,TRUE,1642192234302,29,58.874,NA,"3|3","meeting_in_progress7","meeting_in_progress","graduated_college","all_relevant","3|3",404,"image_fit","English",26.515,"reconstructive","Consumer electronics","The image is of a room that contains a large, rectangular table that has approximately 12 people sitting and working on it. Each person is on a laptop, sitting on a black chair. Some of these people have water bottles, while others have earphones. In the background there is an image being projected on a white board.",NA,17,1642191186714,4.427,"no_irrelevant",17.4598,"978569458256044"
